Content,Label
"Visually fascinating ... an often intense character study about fathers and sons , loyalty and duty .",0.38889
A lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .,0.375
Sch�_tte 's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues Brecht faced as his life drew to a close .,0.61111
"A slick , engrossing melodrama .",0.5
"S1M0NE 's satire is not subtle , but it is effective .",0.44444
"It 's a quirky , off-beat project .",0.63889
"While some will object to the idea of a Vietnam picture with such a rah-rah , patriotic tone , Soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .",0.48611
"Even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st Century .",0.72222
The solid filmmaking and convincing characters makes this a high water mark for this genre .,0.375
"Films about loss , grief and recovery are pretty valuable these days .",0.5
"Seen in that light , Moonlight Mile should strike a nerve in many .",0.5
"It 's endlessly inventive , consistently intelligent and sickeningly savage .",0.44444
It is definitely worth seeing .,0.5
An impeccable study in perversity .,0.33333
"Far From Heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama .",0.79167
"A movie that both thrills the eye and , in its over-the-top way , touches the heart .",0.27778
"Stuffed to the brim with ideas , American instigator Michael Moore 's film is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition .",0.625
"Affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things .",0.47222
"A drama of great power , yet some members of the audience will leave the theater believing they have seen a comedy .",0.65278
"The large-frame IMAX camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers .",0.50694
"The result is more depressing than liberating , but it 's never boring .",0.68056
A story about intelligent high school students that deals with first love sweetly but also seriously .,0.5
It is also beautifully acted .,0.45833
"It is n't that the picture is unfamiliar , but that it manages to find new avenues of discourse on old problems .",0.52778
"Same song , second verse , coulda been better , but it coulda been worse .",0.41667
"It 's a technically superb film , shining with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team .",0.5
"Wilco fans will have a great time , and the movie should win the band a few new converts , too .",0.45833
"Tsai has a well-deserved reputation as one of the cinema world 's great visual stylists , and in this film , every shot enhances the excellent performances .",0.5
The date movie that Franz Kafka would have made .,0.51389
"The fact is that the screen is most alive when it seems most likely that Broomfield 's interviewees , or even himself , will not be for much longer .",0.52778
Leguizamo and Jones are both excellent and the rest of the cast is uniformly superb .,0.5
I liked this film a lot ...,0.36111
... there is enough originality in ` Life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens .,0.5
A solid and refined piece of moviemaking imbued with passion and attitude .,0.58333
"Nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book .",0.5
"With or without the sex , a wonderful tale of love and destiny , told well by a master storyteller",0.51389
"On the surface a silly comedy , Scotland , PA would be forgettable if it were n't such a clever adaptation of the bard 's tragic play .",0.5
"A weird , arresting little ride .",0.5
"A fine film , but it would be a lot better if it stuck to Betty Fisher and left out the other stories .",0.5
"A first-class road movie that proves you can run away from home , but your ego and all your problems go with you .",0.45833
"You might want to take a reality check before you pay the full ticket price to see `` Simone , '' and consider a DVD rental instead .",0.5
Well cast and well directed - a powerful drama with enough sardonic wit to keep it from being maudlin .,0.52778
A backstage must-see for true fans of comedy .,0.5
"There 's back-stabbing , inter-racial desire and , most importantly , singing and dancing .",0.59722
"The film sounds like the stuff of lurid melodrama , but what makes it interesting as a character study is the fact that the story is told from Paul 's perspective .",0.58333
"Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .",0.5
"In the disturbingly involving family dysfunctional drama How I Killed My Father , French director Anne Fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition",0.61111
"Below may not mark Mr. Twohy 's emergence into the mainstream , but his promise remains undiminished .",0.5
There 's no reason to miss Interview with the Assassin,0.47222
Happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .,0.55556
Its sheer dynamism is infectious .,0.54167
"For his first attempt at film noir , Spielberg presents a fascinating but flawed look at the near future .",0.47222
it somehow managed to make its way past my crappola radar and find a small place in my heart,0.51389
"Perhaps it 's cliche to call the film ` refreshing , ' but it is .",0.58333
"` Drumline ' shows a level of young , Black manhood that is funny , touching , smart and complicated .",0.65278
"It does give a taste of the Burning Man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .",0.41667
The limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie .,0.58333
"The movie is well done , but slow .",0.61111
"-LRB- A -RRB- wonderfully loopy tale of love , longing , and voting .",0.34722
"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react .",0.52778
"The last scenes of the film are anguished , bitter and truthful .",0.51389
Mr. Koshashvili is a director to watch .,0.51389
Predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director John Stockwell .,0.15278
"Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .",0.25
"One feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early Italian neorealism .",0.5
"It challenges , this nervy oddity , like modern art should .",0.40278
"Whenever you think you 've figured out Late Marriage , it throws you for a loop .",0.38889
The Pianist is Polanski 's best film .,0.33333
"It is a testament of quiet endurance , of common concern , of reconciled survival .",0.5
"This Orange has some juice , but it 's far from fresh-squeezed .",0.55556
"A sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern China .",0.47222
"High Crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort .",0.5
Cusack 's just brilliant in this .,0.27778
Knows how to make our imagination wonder .,0.52778
"Jae-eun Jeong 's Take Care of My Cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the South Korean cinema .",0.66667
"The overall fabric is hypnotic , and Mr. Mattei fosters moments of spontaneous intimacy .",0.31944
"Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .",0.51389
Malcolm McDowell is cool .,0.61111
Paul Bettany is cool .,0.375
Paul Bettany playing Malcolm McDowell ?,0.43056
Cool .,0.23611
"A touching , sophisticated film that almost seems like a documentary in the way it captures an Italian immigrant family on the brink of major changes .",0.33333
... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,0.52778
"An inventive , absorbing movie that 's as hard to classify as it is hard to resist .",0.59722
It made me want to get made-up and go see this movie with my sisters .,0.5
"I thought the relationships were wonderful , the comedy was funny , and the love ` real ' .",0.34722
"-LRB- Caine -RRB- proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film .",0.38889
"Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy .",0.5
"This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .",0.5
A captivating new film .,0.40278
Those who are n't put off by the film 's austerity will find it more than capable of rewarding them .,0.5
"It 's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .",0.25
Reveals how important our special talents can be when put in service of of others .,0.68056
It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .,0.80556
"With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .",0.47222
"A sharp , amusing study of the cult of celebrity .",0.44444
The sentimental cliches mar an otherwise excellent film .,0.55556
A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16 .,0.5
"A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .",0.44444
"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",0.56944
"Made to be Jaglomized is the Cannes Film Festival , the annual Riviera spree of flesh , buzz , blab and money .",0.38889
The charming result is Festival in Cannes .,0.43056
"If you 're looking for something new and hoping for something entertaining , you 're in luck .",0.30556
"A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary .",0.40278
A rip-roaring comedy action fest that 'll put hairs on your chest .,0.44444
"If there 's no art here , it 's still a good yarn -- which is nothing to sneeze at these days .",0.61111
"Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances .",0.61111
"There is a subversive element to this Disney cartoon , providing unexpected fizzability .",0.51389
"An unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .",0.66667
"An enjoyable , if occasionally flawed , experiment .",0.5
Miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .,0.61111
"If Ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .",0.5
"Meeting , even exceeding expectations , it 's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",0.5
Leigh is one of the rare directors who feels acting is the heart and soul of cinema .,0.5
He allows his cast members to make creative contributions to the story and dialogue .,0.59722
"This method almost never fails him , and it works superbly here .",0.61111
Poetry in motion captured on film .,0.38889
"While it can be a bit repetitive , overall it 's an entertaining and informative documentary .",0.375
"Directing with a sure and measured hand , -LRB- Haneke -RRB- steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .",0.5
The entire movie establishes a wonderfully creepy mood .,0.47222
"I found The Ring moderately absorbing , largely for its elegantly colorful look and sound .",0.5
"The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed .",0.5
Amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .,0.51389
Rabbit-Proof Fence will probably make you angry .,0.5
"But it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker .",0.5
"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",0.59722
This masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .,0.26389
"The film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting .",0.38889
"The Pianist -LRB- is -RRB- a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life .",0.36111
"Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",0.34722
"Strange it is , but delightfully so .",0.5
"Elegant , mannered and teasing .",0.5
An average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son 's discovery of his homosexuality .,0.80556
The ingenuity that Parker displays in freshening the play is almost in a class with that of Wilde himself .,0.83333
"Decasia is what has happened already to so many silent movies , newsreels and the like .",0.44444
"The unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",0.55556
"A droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the Lone Star State .",0.48611
"With each of her three protagonists , Miller eloquently captures the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path .",0.58333
Ryan Gosling ... is at 22 a powerful young actor .,0.54167
"A minor work yet there 's no denying the potency of Miller 's strange , fleeting brew of hopeful perseverance and hopeless closure .",0.41667
"As an introduction to the man 's theories and influence , Derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable .",0.40278
The film is a verbal duel between two gifted performers .,0.5
Imperfect ?,0.5
"Yes , but also intriguing and honorable , a worthwhile addition to a distinguished film legacy .",0.5
You 'll get the enjoyable basic minimum .,0.52778
But not a whit more .,0.66667
What a great way to spend 4 units of your day .,0.51389
"The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time .",0.5
As simple and innocent a movie as you can imagine .,0.5
This is a movie you can trust .,0.55556
"Passionate , irrational , long-suffering but cruel as a tarantula , Helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .",0.25
`` It 's all about the image . '',0.52778
"Vividly conveys the passion , creativity , and fearlessness of one of Mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all .",0.5
"Hollywood Ending is not show-stoppingly hilarious , but scathingly witty nonetheless .",0.54167
Maybe Thomas Wolfe was right : You ca n't go home again .,0.86111
"A compelling yarn , but not quite a ripping one .",0.875
"On the Granger Movie Gauge of 1 to 10 , The Powerpuff Girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience .",0.94444
The film has several strong performances .,0.69444
"I 've never bought from telemarketers , but I bought this movie .",0.52778
"Perfectly pitched between comedy and tragedy , hope and despair , About Schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .",0.5
"The funny thing is , I did n't mind all this contrived nonsense a bit .",0.26389
"-LRB- Shyamalan -RRB- turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count .",0.5
"A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it 's based on true events somehow makes it all the more compelling .",0.34722
An entertaining documentary that freshly considers arguments the Bard 's immortal plays were written by somebody else .,0.51389
"A highly spirited , imaginative kid 's movie that broaches neo-Augustinian theology : Is God stuck in Heaven because He 's afraid of His best-known creation ?",0.51389
"Call it magic realism or surrealism , but Miss Wonton floats beyond reality with a certain degree of wit and dignity .",0.5
Raimi and his team could n't have done any better in bringing the story of Spider-Man to the big screen .,0.61111
The director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut .,0.79167
"Well-acted , well-directed and , for all its moodiness , not too pretentious .",0.52778
It 's a satisfying summer blockbuster and worth a look .,0.5
Boomers and their kids will have a Barrie good time .,0.51389
Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .,0.5
"Ultimately , `` MIB II '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless .",0.88889
Stage director Sam Mendes showcases Tom Hanks as a depression era hit-man in this dark tale of revenge .,0.44444
"Sitting in the third row of the IMAX cinema at Sydney 's Darling Harbour , but I sometimes felt as though I was in the tiny two seater plane that carried the giant camera around Australia , sweeping and gliding , banking and hovering over some of the most not",0.66667
"The real charm of this trifle is the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep .",0.5
"What 's so fun about this silly , outrageous , ingenious thriller is the director 's talent .",0.5
Watching a Brian DePalma movie is like watching an Alfred Hitchcock movie after drinking twelve beers .,0.55556
"Strip it of all its excess debris , and you 'd have a 90-minute , four-star movie .",0.40278
"As it is , it 's too long and unfocused .",0.91667
An immensely entertaining look at some of the unsung heroes of 20th century pop music .,0.93056
"This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times .",0.52778
This beautifully animated epic is never dull .,0.44444
Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .,0.40278
"It makes compelling , provocative and prescient viewing .",0.80556
A thoroughly entertaining comedy that uses Grant 's own twist of acidity to prevent itself from succumbing to its own bathos .,0.80556
"Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .",0.86111
"What Eric Schaeffer has accomplished with Never Again may not , strictly speaking , qualify as revolutionary .",0.65278
But it 's defiantly and delightfully against the grain .,0.88889
"The hard-to-predict and absolutely essential chemistry between the down-to-earth Bullock and the nonchalant Grant proves to be sensational , and everything meshes in this elegant entertainment .",0.31944
"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .",0.48611
"Mr. Clooney , Mr. Kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster .",0.5
"Definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . '",0.55556
Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen .,0.5
"A real winner -- smart , funny , subtle , and resonant .",0.54167
"Family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking .",0.63889
The pitch must have read like a discarded House Beautiful spread .,0.5
"Uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .",0.55556
Director David Jacobson gives Dahmer a consideration that the murderer never game his victims .,0.51389
The film has a terrific look and Salma Hayek has a feel for the character at all stages of her life .,0.58333
A decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .,0.48611
The performances are remarkable .,0.51389
"It 's Burns ' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown .",0.5
"As literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .",0.47222
"You 'll forget about it by Monday , though , and if they 're old enough to have developed some taste , so will your kids .",0.61111
"While I ca n't say it 's on par with the first one , Stuart Little 2 is a light , fun cheese puff of a movie .",0.54167
"Strange , funny , twisted , brilliant and macabre .",0.56944
A genuinely moving and wisely unsentimental drama .,0.55556
Heaven is a haunting dramatization of a couple 's moral ascension .,0.51389
The Mothman Prophecies is best when illustrating the demons bedevilling the modern masculine journey .,0.5
Plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel .,0.55556
"An entertaining British hybrid of comedy , caper thrills and quirky romance .",0.5
"Alain Choquart 's camera barely stops moving , portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency , which , for a film that takes nearly three hours to unspool , is both funny and irritating .",0.68056
Mostly Martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it 's a pleasurable trifle .,0.875
The only pain you 'll feel as the credits roll is your stomach grumbling for some tasty grub .,0.77778
"Hardly an objective documentary , but it 's great cinematic polemic ... love Moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions .",0.5
The mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs .,0.55556
"The film is visually dazzling , the depicted events dramatic , funny and poignant .",0.5
"A directorial tour de force by Bernard Rose , ivans xtc .",0.63889
is one of this year 's very best pictures .,0.76389
What makes the movie work -- to an admittedly limited extent -- is the commitment of two genuinely engaging performers .,0.75
"Weaver and LaPaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",0.58333
Even the digressions are funny .,0.43056
Mr. Spielberg and his company just want you to enjoy yourselves without feeling conned .,0.34722
And they succeed merrily at their noble endeavor .,0.54167
Melodrama with a message .,0.81944
A perfectly pleasant if slightly pokey comedy .,0.58333
"Coppola 's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .",0.16667
"At the end , when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .",0.61111
Wang Xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men .,0.76389
"It 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as The Grey Zone , but it 's equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started .",0.81944
"Bogdanovich taps deep into the Hearst mystique , entertainingly reenacting a historic scandal .",0.52778
"A moving tale of love and destruction in unexpected places , unexamined lives .",0.72222
Clooney directs this film always keeping the balance between the fantastic and the believable ...,0.48611
"Even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .",0.55556
... a lesson in prehistoric hilarity .,0.375
"A fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys .",0.38889
Lawrence plumbs personal tragedy and also the human comedy .,0.43056
"Though a capable thriller , somewhere along the way K-19 jettisoned some crucial drama .",0.23611
Just about the surest bet for an all-around good time at the movies this summer .,0.54167
"It would be disingenuous to call Reno a great film , but you can say that about most of the flicks moving in and out of the multiplex .",0.44444
"This is a movie that is what it is : a pleasant distraction , a Friday night diversion , an excuse to eat popcorn .",0.40278
"There is a certain sense of experimentation and improvisation to this film that may not always work , but it is nevertheless compelling .",0.55556
"The Four Feathers has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes .",0.63889
"A delicious , quirky movie with a terrific screenplay and fanciful direction by Michael Gondry .",0.47222
This story still seems timely and important .,0.5
"And there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends .",0.33333
"The bodily function jokes are about what you 'd expect , but there are rich veins of funny stuff in this movie .",0.45833
"The performances are amiable and committed , and the comedy more often than not hits the bullseye .",0.34722
"This time , the hype is quieter , and while the movie is slightly less successful than the first , it 's still a rollicking good time for the most part .",0.5
There 's plenty to enjoy -- in no small part thanks to Lau .,0.63889
"With a romantic comedy plotline straight from the ages , this Cinderella story does n't have a single surprise up its sleeve .",0.77778
But it does somehow manage to get you under its spell .,0.31944
"Though few will argue that it ranks with the best of Herzog 's works , Invincible shows he 's back in form , with an astoundingly rich film .",0.47222
"`` Catch Me '' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark .",0.375
"By no means a great movie , but it is a refreshingly forthright one .",0.5
The casting of Raymond J. Barry as the ` assassin ' greatly enhances the quality of Neil Burger 's impressive fake documentary .,0.51389
"Despite Besson 's high-profile name being Wasabi 's big selling point , there is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone .",0.069444
"This documentary is a dazzling , remarkably unpretentious reminder of what -LRB- Evans -RRB- had , lost , and got back .",0.36111
"A thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one 's actions .",0.58333
"As satisfyingly odd and intriguing a tale as it was a century and a half ago ... has a delightfully dour , deadpan tone and stylistic consistency .",0.48611
"Methodical , measured , and gently tedious in its comedy , Secret Ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain .",0.33333
"A witty , trenchant , wildly unsentimental but flawed look at the ins and outs of modern moviemaking .",0.5
For most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .,0.66667
"By the standards of knucklehead swill , The Hot Chick is pretty damned funny .",0.55556
One of the most gloriously unsubtle and adrenalized extreme shockers since The Evil Dead .,0.5
-LRB- Reaches -RRB- wholly believable and heart-wrenching depths of despair .,0.77778
An absorbing and unsettling psychological drama .,0.5
"This movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep .",0.48611
"Though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .",0.625
The entire cast is extraordinarily good .,0.54167
"Yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with Shimizu is very believable .",0.47222
"Young Hanks and Fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work .",0.5
"A captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller .",0.5
The film sparkles with the the wisdom and humor of its subjects .,0.5
"If -LRB- Jaglom 's -RRB- latest effort is not the director at his most sparkling , some of its repartee is still worth hearing .",0.66667
"Like The English Patient and The Unbearable Lightness of Being , The Hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right .",0.51389
"Just about the best straight-up , old-school horror film of the last 15 years .",0.5
A chilling tale of one of the great crimes of 20th Century France : the murder of two rich women by their servants in 1933 .,0.44444
"An oddity , to be sure , but one that you might wind up remembering with a degree of affection rather than revulsion .",0.48611
"While the film is not entirely successful , it still manages to string together enough charming moments to work .",0.5
A winning piece of work filled with love for the movies of the 1960s .,0.31944
"E.T. works because its flabbergasting principals , 14-year-old Robert MacNaughton , 6-year-old Drew Barrymore and 10-year-old Henry Thomas , convince us of the existence of the wise , wizened visitor from a faraway planet .",0.38889
Helps to remind the First World that HIV\/AIDS is far from being yesterday 's news .,0.54167
A heartening tale of small victories and enduring hope .,0.375
The vistas are sweeping and the acting is far from painful .,0.625
Jackson and co have brought back the value and respect for the term epic cinema .,0.48611
"It may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality",0.56944
Charlotte Sometimes is a brilliant movie .,0.79167
"It is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity .",0.56944
"A delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow .",0.68056
"Defies logic , the laws of physics and almost anyone 's willingness to believe in it .",0.38889
But darned if it does n't also keep us riveted to our seats .,0.43056
A complex psychological drama about a father who returns to his son 's home after decades away .,0.55556
Writer and director Otar Iosseliani 's pleasant tale about a factory worker who escapes for a holiday in Venice reveals how we all need a playful respite from the grind to refresh our souls .,0.45833
This is NOT a retread of `` Dead Poets ' Society . '',0.72222
Sweet and memorable film .,0.5
"A smart , arch and rather cold-blooded comedy .",0.55556
"Keenly observed and refreshingly natural , Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .",0.45833
... begins on a high note and sustains it beautifully .,0.61111
Davis ... gets vivid performances from her cast and pulls off some deft Ally McBeal-style fantasy sequences .,0.70833
"` it 's better to go in knowing full well what 's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists .",0.27778
Cynics need not apply . ',0.63889
"Funny , somber , absurd , and , finally , achingly sad , Bartleby is a fine , understated piece of filmmaking .",0.5
`` Red Dragon '' is entertaining .,0.44444
"An obvious copy of one of the best films ever made , how could it not be ?",0.68056
But it is entertaining on an inferior level .,0.5
"It is a popcorn film , not a must-own , or even a must-see .",0.38889
Succeeds only because Bullock and Grant were made to share the silver screen .,0.65278
"Both flawed and delayed , Martin Scorcese 's Gangs of New York still emerges as his most vital work since GoodFellas .",0.5
"As any creature-feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death .",0.58333
"On that score , the film certainly does n't disappoint .",0.79167
"As the movie traces Mr. Brown 's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times .",0.54167
A moving and solidly entertaining comedy\/drama that should bolster director and co-writer Juan Jos̩ Campanella 's reputation in the United States .,0.5
"Thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods .",0.36111
"Beautifully shot , delicately scored and powered by a set of heartfelt performances , it 's a lyrical endeavour .",0.33333
A macabre and very stylized Swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .,0.31944
A stylistic romp that 's always fun to watch .,0.26389
"Informative , intriguing , observant , often touching ... gives a human face to what 's often discussed in purely abstract terms .",0.23611
"... once the true impact of the day unfolds , the power of this movie is undeniable .",0.31944
"An honest , sensitive story from a Vietnamese point of view .",0.22222
"A buoyant romantic comedy about friendship , love , and the truth that we 're all in this together .",0.45833
The film 's intimate camera work and searing performances pull us deep into the girls ' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that 's opened between them .,0.51389
"It 's the perfect star vehicle for Grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona .",0.43056
"Gaunt , silver-haired and leonine , -LRB- Harris -RRB- brings a tragic dimension and savage full-bodied wit and cunning to the aging Sandeman .",0.55556
A disturbing examination of what appears to be the definition of a ` bad ' police shooting .,0.84722
It 's been made with an innocent yet fervid conviction that our Hollywood has all but lost .,0.72222
"Not only a reminder of how they used to make movies , but also how they sometimes still can be made .",0.75
A three-hour cinema master class .,0.83333
Eyre is on his way to becoming the American Indian Spike Lee .,0.72222
"A witty , whimsical feature debut .",0.33333
"Warm in its loving yet unforgivingly inconsistent depiction of everyday people , relaxed in its perfect quiet pace and proud in its message .",0.73611
I loved this film .,0.61111
"It provides a grim , upsetting glimpse at the lives of some of the 1.2 million Palestinians who live in the crowded cities and refugee camps of Gaza .",0.5
"Clint Eastwood 's Blood Work is a lot like a well-made PB & J sandwich : familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same .",0.5
"A movie that will surely be profane , politically charged music to the ears of Cho 's fans .",0.055556
Much of this slick and sprightly CGI feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings .,0.5
